participant,activity,window,mean,standar deviation,min,max,median,mode,skew,Kurtosis,80_percentile,60_percentile,40_percentile,20_percentile,RMS,IQR,count>mean,count<mean,range,COV_M,pNN50,pNN20,RMSSD,nn50,nn20,SDSD,zcross,Lf,MF,HF,Lf/HF,Count
6,rest,4,631.8709677,12.91096542,604,660,632,632,-0.218468639,-0.498915644,642.4,636,632,620,632.0028583,16,0.612903226,0.387096774,56,168.5049088,0,0.010752688,9.174634219,0,1,5.551613809,20,60.21505376,59.09677419,66.75268817,0.902061856,93
6,rest,5,639.4347826,15.4760013,596,684,640,632,0.236674012,1.140811849,651.2,640,636,628,639.6220351,16,0.510869565,0.489130435,88,242.1385571,0,0.032608696,10.69044968,0,3,6.561976369,19,61.91304348,62.26086957,62.73913043,0.986832987,92
6,rest,6,642.5777778,20.17092395,596,684,644,652,-0.213047181,-0.162882014,660,648,640,628,642.8942889,20,0.533333333,0.466666667,88,416.1131313,0,0.066666667,12.70647652,0,3,7.839294959,8,56.35555556,67.28888889,56.62222222,0.995290424,45
6,Game 4,1,640.2173913,15.70781174,600,668,642,652,-0.545714745,-0.239858256,652,646.4,636,628,640.4100589,21,0.5,0.5,68,249.4467272,0,0.141304348,13.62609004,0,13,8.291279793,28,62.17391304,63.43478261,63.73913043,0.975443383,92
6,Game 4,2,634.3913043,14.53104362,600,668,636,636,-0.257142398,-0.324802493,648,640,632,620.8,634.5577029,20,0.554347826,0.445652174,68,213.4715719,0,0.054347826,11.74079017,0,5,7.025820545,24,62.47826087,62.56521739,61,1.024233785,92
6,Game 4,3,627.8709677,14.38579482,596,660,632,632,-0.248391641,-0.587434017,640,632,624,616,628.03575,24,0.591397849,0.408602151,64,209.200561,0,0.075268817,11.75104066,0,7,7.807223644,20,61.97849462,61.76344086,67.65591398,0.916083916,93
6,Game 4,4,621.7446809,17.32353962,588,664,624,632,0.025163201,-0.423108974,636,628,616,606.4,621.9859751,23,0.521276596,0.478723404,76,303.3319607,0,0.053191489,10.90328943,0,5,7.545169795,12,60.38297872,67.0212766,58.38297872,1.03425656,94
6,Game 4,5,634.4086022,20.53176744,588,668,636,640,-0.44021257,-0.416256154,652,640,632,616,634.7407565,24,0.559139785,0.440860215,80,426.1355774,0,0.021505376,10.01737621,0,2,6.515794392,21,59.35483871,60.64516129,67.78494624,0.875634518,93
6,Game 4,6,644.043956,16.69369302,600,680,644,640,-0.49846368,0.424875881,656,648,640,632,644.2602709,20,0.461538462,0.538461538,80,281.7758242,0,0.065934066,12.11060142,0,6,7.663155396,25,64.92307692,62.50549451,63.2967033,1.025694444,91
6,Game 4,7,644.4395604,16.86091051,600,680,644,648,-0.427132231,0.470058718,660,648,640,632,644.6600944,20,0.461538462,0.538461538,80,287.4490842,0,0.10989011,13.04351691,0,10,7.69299826,32,63.78021978,61.31868132,62.98901099,1.012561061,91
6,Game 4,8,646.8444444,13.24295294,624,676,648,648,0.346333334,-0.766510868,660,648,640,636,646.9799928,20,0.511111111,0.488888889,52,179.3616162,0,0.133333333,13.28019715,0,6,7.702634518,18,57.06666667,71.2,57.24444444,0.99689441,45
7,Prepare Speech,1,667.5,36.470723,592,748,674,684,-0.23554884,-0.547291263,696,680,664,628,668.4955973,52,0.590909091,0.409090909,156,1345.402299,0.034090909,0.25,22.80552464,3,22,15.78505375,17,70.22727273,68.45454545,72,0.975378788,88
7,Prepare Speech,2,656.5842697,30.20559104,592,708,664,664,-0.494184977,-0.72717498,684,668,656,626.4,657.2786935,44,0.584269663,0.415730337,116,922.7456588,0.06741573,0.235955056,25.48083058,6,21,19.26109211,16,66.92134831,63.05617978,62.60674157,1.068916009,89
7,Prepare Speech,3,675.7241379,23.6743664,592,716,676,664,-0.860180558,1.17655628,696,684,672,660,676.138733,30,0.551724138,0.448275862,124,566.9927827,0.045977011,0.264367816,23.85225844,4,23,16.80170998,28,69.97701149,68.45977011,60.32183908,1.160060976,87
7,Prepare Speech,4,687.2093023,23.44965725,604,740,688,676,-0.732927699,1.628277479,708,696,680,672,687.6092725,31,0.534883721,0.465116279,136,556.3556772,0.058139535,0.290697674,25.96649425,5,25,18.08271652,29,71.34883721,63.76744186,71.02325581,1.004584152,86
7,Prepare Speech,5,671.3563218,31.46023836,576,740,672,664,-0.426565258,0.622397866,699.2,676,664,652,672.0930423,38,0.505747126,0.494252874,164,1001.255279,0.137931034,0.379310345,36.95377376,12,33,27.27755304,23,71.5862069,71.17241379,65.37931034,1.094936709,87
7,Prepare Speech,6,638.0434783,44.25418503,488,708,652,652,-1.017879005,0.989034526,672,656,637.6,600.8,639.5763543,48,0.597826087,0.402173913,220,1979.954133,0.195652174,0.369565217,38.13913222,18,34,28.00527837,17,63.30434783,61.82608696,65.43478261,0.96744186,92
7,Prepare Speech,7,639.2,46.5339064,488,744,644,628,-0.721727258,0.776420479,676,657.6,632,604,640.8916012,58,0.522222222,0.477777778,256,2189.734831,0.244444444,0.411111111,40.08496723,22,37,27.66112432,23,65.28888889,62.4,58.66666667,1.112878788,90
7,Prepare Speech,8,659.816092,26.3515267,604,744,660,664,0.440481359,0.461105084,679.2,664,649.6,636.8,660.3420918,34,0.540229885,0.459770115,140,702.4774125,0.183908046,0.356321839,36.06343617,16,31,24.89196612,35,69.37931034,68.59770115,62.71264368,1.106304985,87
7,Prepare Speech,9,663.7303371,23.15204461,588,716,664,672,-0.463621596,0.805304669,684,672,660,646.4,664.1340057,28,0.573033708,0.426966292,128,542.1082737,0.06741573,0.224719101,24.66502861,6,20,17.60728625,18,66.47191011,67.68539326,66.60674157,0.997975709,89
7,Prepare Speech,10,665.9534884,24.20643148,588,704,672,672,-1.221355351,1.852592478,684,672.8,668,649.6,666.3932773,30,0.627906977,0.372093023,116,599.9025471,0.046511628,0.186046512,20.98525559,2,8,14.22463132,12,61.76744186,63.1627907,79.1627907,0.780258519,43
7,Speech,1,523.2072072,38.52344954,428,656,520,512,0.541799349,0.51167757,552,528,512,492,524.6235201,50,0.468468468,0.531531532,228,1497.547584,0.171171171,0.342342342,36.55635338,19,38,27.76485727,30,47.96396396,47.0990991,49.76576577,0.963794352,111
7,Speech,2,554.1923077,39.85697433,460,656,552,588,0.149753992,-0.375211355,588,564,540.8,520,555.6236967,64,0.480769231,0.519230769,196,1604.001494,0.221153846,0.528846154,44.9545425,23,55,30.1044289,33,49.38461538,55.76923077,53.65384615,0.920430108,104
7,Speech,3,565.3061224,38.19082275,460,648,568,588,-0.413326459,0.210678512,594.4,576.8,559.2,540,566.5946973,48,0.530612245,0.469387755,188,1473.575426,0.224489796,0.530612245,45.44466296,22,52,28.66859726,38,55.18367347,59.26530612,56.65306122,0.974063401,98
7,Speech,4,572.75,35.64319711,468,652,572,572,-0.259325747,0.339919741,604,580,568,544,573.8579964,44,0.4375,0.5625,184,1283.810526,0.239583333,0.489583333,45.04649613,23,47,29.47369928,37,58.875,54.625,57,1.032894737,96
7,Speech,5,582.020202,37.63674859,472,668,576,572,-0.171199465,0.278564565,617.6,588,572,558.4,583.235836,44,0.474747475,0.525252525,196,1430.97918,0.222222222,0.585858586,47.44470466,22,58,29.90494199,44,58.14141414,56.76767677,59.67676768,0.974272173,99
7,Speech,6,594.9795918,40.13573389,488,692,588,584,0.306457544,-0.039125927,628,596.8,583.2,568,596.33178,50,0.43877551,0.56122449,204,1627.484115,0.224489796,0.56122449,45.51650884,22,55,29.13617287,32,60.36734694,60.7755102,59.42857143,1.015796703,98
7,Speech,7,603.628866,40.17726689,512,692,600,600,0.104532539,-0.232001866,639.2,608,592,576,604.9644788,48,0.484536082,0.515463918,180,1631.027491,0.329896907,0.556701031,48.40970977,32,54,30.76701765,28,59.87628866,64.94845361,58.10309278,1.030518098,97
7,Speech,8,615.6666667,42.82003685,512,724,614,600,0.064247508,-0.158002278,652,624,600,584,617.1539516,52,0.5,0.5,212,1852.85614,0.40625,0.614583333,50.65133655,39,59,29.9004887,39,66.58333333,55.125,61.79166667,1.077545516,96
7,Speech,9,632.9892473,37.17627137,548,724,632,600,0.035056509,-0.351091654,668,644,624,600,634.0800126,52,0.47311828,0.52688172,176,1397.097709,0.440860215,0.666666667,51.76535689,41,62,28.09435897,48,62.83870968,63.52688172,66.79569892,0.94075982,93
7,Speech,10,634.0444444,33.33463701,576,712,636,576,0.090112311,-0.459209055,660.8,644,624,603.2,634.9201175,44,0.533333333,0.466666667,136,1136.452525,0.4,0.666666667,50.57847188,18,30,27.49169672,24,56.97777778,69.15555556,56.26666667,1.012638231,45
7,Arithmetic,1,566.92,37.70986078,472,668,560,556,0.004344428,0.016141566,596,580,556,540,568.1727906,49,0.45,0.55,196,1436.397576,0.26,0.55,47.10212868,26,55,30.57300241,38,58.12,58.28,53.36,1.089205397,100
7,Arithmetic,2,592.3333333,51.26618985,480,724,596,556,0.096847089,-0.370828004,640,604,580,548,594.5477273,68,0.510416667,0.489583333,244,2655.887719,0.40625,0.677083333,59.21075108,39,65,34.60834061,38,57.375,50.91666667,59.5,0.964285714,96
7,Arithmetic,3,628.7826087,38.35413534,544,732,628,600,0.099828758,-0.116082686,660,642.4,616,600,629.9512749,52,0.489130435,0.510869565,188,1487.204969,0.380434783,0.717391304,93.99088102,35,66,77.70511109,48,62.30434783,62.65217391,63.26086957,0.984879725,92
7,Arithmetic,4,623.5604396,41.2782594,516,764,624,612,0.160599786,0.661653723,656,636,612,592,624.9252087,50,0.516483516,0.483516484,248,1722.826862,0.351648352,0.659340659,50.26275786,32,60,28.86294555,41,62.72527473,60.30769231,60.08791209,1.043891734,91
7,Arithmetic,5,627.2444444,43.15921715,508,764,628,612,-0.0285085,0.790991925,660.8,636,614.4,596,628.7275333,52,0.511111111,0.488888889,256,1883.647441,0.244444444,0.622222222,46.43975843,22,56,27.78702905,37,59.82222222,64.44444444,62.53333333,0.956645345,90
7,Arithmetic,6,628,44.70969159,500,736,628,612,-0.391552178,0.380220527,664,644,612,596,629.5895143,57,0.489130435,0.489130435,236,2020.923077,0.282608696,0.641304348,48.64945252,26,59,30.01621749,28,63.73913043,61.95652174,63.34782609,1.006177076,92
7,Arithmetic,7,622.6382979,45.53811849,500,736,622,604,-0.199121717,-0.102407999,661.6,636,608.8,590.4,624.3013457,60,0.5,0.5,236,2096.018302,0.329787234,0.70212766,49.61962844,31,66,28.82689614,28,62.34042553,69.44680851,58,1.074834923,94
7,Arithmetic,8,630.021978,46.28957541,532,740,632,636,0.011637569,-0.481997333,672,640,620,592,631.7202051,64,0.505494505,0.494505495,208,2166.532845,0.318681319,0.659340659,53.32284541,29,60,32.88180315,30,62.98901099,58.76923077,61.53846154,1.023571429,91
7,Arithmetic,9,621.1304348,48.54518679,516,740,624,628,0.114714405,-0.429991891,662.4,632,609.6,576.8,623.0246,64,0.52173913,0.47826087,224,2382.53225,0.423913043,0.684782609,54.83540233,39,63,31.02679955,34,58.69565217,57.47826087,65,0.903010033,92
7,Arithmetic,10,607.5,39.7628386,516,692,612,624,-0.187888625,-0.374455236,638.4,624,599.2,573.6,608.7999124,57,0.541666667,0.458333333,176,1614.723404,0.5,0.6875,57.13738576,24,33,31.51580259,20,64.91666667,66.5,65,0.998717949,48
7,Game 4,1,716.2962963,15.4954748,660,744,720,724,-0.707204342,0.735989659,728,724,716,704,716.4638817,24,0.555555556,0.444444444,84,243.1111111,0.012345679,0.271604938,20.55723717,1,22,13.895233,33,71.20987654,70.27160494,70.56790123,1.009097271,81
7,Game 4,2,711.3253012,16.34353226,660,744,712,712,-0.432820007,0.17018113,724,716,708,697.6,711.5130323,22,0.590361446,0.409638554,84,270.3684984,0.012048193,0.325301205,21.3815512,1,27,13.90346594,34,68.28915663,68,77.68674699,0.879032258,83
7,Game 4,3,703.0952381,19.65755583,632,760,704,704,-0.195931921,1.335134214,716,708,700,688,703.3699832,25,0.547619048,0.452380952,128,391.0751578,0.035714286,0.30952381,22.45638343,3,26,14.71450869,33,67.85714286,75.66666667,66.9047619,1.014234875,84
7,Game 4,4,702.2380952,20.7235885,648,760,700,700,0.220659427,-0.11169028,720,704,696,684,702.5438132,28,0.464285714,0.535714286,112,434.6414228,0.047619048,0.297619048,24.64983687,4,25,16.49967339,32,66.61904762,74.61904762,68.0952381,0.978321678,84
7,Game 4,5,696,25.53521214,620,744,696,696,-0.389897685,0.109624098,716,704,690.4,676,696.4682671,32,0.470588235,0.447058824,124,659.8095238,0.047058824,0.247058824,23.25428788,4,21,14.7808634,13,66.77647059,76.14117647,65.17647059,1.024548736,85
7,Game 4,6,710.9756098,36.44607631,620,792,708,704,-0.117195503,-0.672350969,748,720,701.6,680,711.9091474,60,0.475609756,0.524390244,172,1344.715447,0.048780488,0.341463415,27.94703986,4,28,18.05341868,19,67.65853659,66.63414634,63.90243902,1.058778626,82
7,Game 4,7,741.3670886,26.97874326,668,796,748,756,-0.496347829,0.176531422,760,752,740,720,741.8578116,30,0.544303797,0.455696203,128,737.1840312,0.101265823,0.506329114,33.50315714,8,40,21.06637705,34,74.6835443,75.69620253,75.5443038,0.988605898,79
7,Game 4,8,744.6315789,27.93264554,680,796,748,740,-0.333528295,-0.194184736,764,752.8,740,721.6,745.1553,31,0.526315789,0.473684211,116,801.3200569,0.157894737,0.526315789,34.30861526,6,20,20.85393916,17,77.57894737,77.15789474,78.52631579,0.987935657,38
7,rest,1,712.097561,21.85518287,656,776,712,712,0.064364385,0.157566032,728,716,708,692.8,712.4328638,31,0.43902439,0.56097561,120,483.5459199,0.048780488,0.219512195,23.38723932,4,18,16.33127559,29,71.65853659,69.6097561,69.85365854,1.025837989,82
7,rest,2,729.7,40.17349873,656,840,724,692,0.461360297,-0.480769766,764,736,712,692,730.8050356,61,0.4625,0.5375,184,1634.339241,0.175,0.4,39.42112779,14,32,27.95221046,15,68.65,69.25,70.25,0.977224199,80
7,rest,3,751.1282051,29.00502122,680,840,752,752,0.293192986,0.442211964,772,756,747.2,728,751.6880149,36,0.551282051,0.448717949,160,852.2171162,0.102564103,0.423076923,34.02367396,8,33,24.27069471,30,78.51282051,80.1025641,77.38461538,1.014579192,78
7,rest,4,739.8987342,20.06545929,692,780,744,752,-0.098173667,-0.6475327,756,748,732.8,720,740.1707637,26,0.556962025,0.443037975,88,407.7844856,0,0.240506329,17.38847246,0,19,10.51869754,20,73.92405063,76.25316456,75.49367089,0.979208585,79
7,rest,5,734.6,20.49487741,688,788,736,720,0.038718184,-0.398328714,752,740,728,716,734.8858415,29,0.5125,0.4875,100,425.356962,0.025,0.3,21.66721843,2,24,14.49888249,26,75.65,74.45,71.4,1.05952381,80
7,rest,6,732.9230769,18.64016151,688,768,736,716,-0.230017896,-0.527792322,752,739.2,728.8,716,733.1600728,30,0.512820513,0.487179487,80,356.5991903,0,0.358974359,18.62652325,0,14,9.881289855,14,75.28205128,77.33333333,76.82051282,0.979973298,39
7,Stroop,1,723.2098765,25.17627535,644,772,724,720,-0.617817164,0.971908455,744,728,720,708,723.6479602,24,0.543209877,0.456790123,128,641.7679012,0.061728395,0.37037037,31.06444913,5,30,22.08115713,25,70.96296296,72.04938272,73.43209877,0.966375252,81
7,Stroop,2,715.6049383,25.3964511,636,772,716,704,-0.316067419,1.218042152,732,720,712,696,716.05545,28,0.530864198,0.469135802,136,653.0419753,0.074074074,0.419753086,33.42454188,6,34,23.86713221,31,71.55555556,72.14814815,70.22222222,1.018987342,81
7,Stroop,3,727.7530864,36.1524655,636,852,720,704,1.596495959,3.637134264,740,728,716,704,728.650503,32,0.419753086,0.580246914,216,1323.338272,0.037037037,0.271604938,24.76287544,3,22,16.7916646,26,69.82716049,70.02469136,71.45679012,0.977194195,81
7,Stroop,4,731.9,36.55666834,680,852,720,716,1.662835685,2.469457615,748,729.6,716,704,732.8123907,33,0.4,0.6,172,1353.306329,0.025,0.2625,21.21857319,2,21,12.88187243,19,73.05,72.6,70.9,1.030324401,80
7,Stroop,5,719.2098765,29.20794584,680,844,712,704,2.41380254,6.931743767,732,716,708,700,719.8027165,20,0.358024691,0.641975309,164,863.7679012,0.024691358,0.283950617,20.34698995,2,23,12.69606238,25,69.58024691,70.32098765,77.38271605,0.899170389,81
7,Stroop,6,707.373494,17.27991441,624,748,708,712,-1.221978039,4.970088106,720,712,704,693.6,707.5845218,18,0.56626506,0.43373494,124,302.2368498,0.024096386,0.21686747,20.43430879,2,18,13.41454545,34,68.62650602,69.54216867,76.04819277,0.902408112,83
7,Stroop,7,703.4698795,18.52145441,624,744,704,696,-0.866424876,2.898243656,716,708.8,696,692,703.7136603,24,0.542168675,0.457831325,120,347.2277402,0.024096386,0.204819277,20.48199685,2,17,13.37475225,34,68.57831325,67.80722892,74.5060241,0.920439845,83
7,Stroop,8,704.3,18.49080853,656,744,704,696,0.017375934,0.077276324,716.8,708,696,692,704.5426886,21,0.475,0.525,88,350.6769231,0,0.225,18.19551931,0,9,10.18642791,12,70.4,73.3,68.4,1.029239766,40
7,rest,1,728.7407407,49.09898739,628,836,732,768,-0.291085112,-0.781702389,772,752,720,684,730.3928927,76,0.518518519,0.481481481,208,2440.844444,0.271604938,0.592592593,44.73477395,22,48,28.10978477,25,71.60493827,72.83950617,74.81481481,0.95709571,81
7,rest,2,772,59.71666434,636,896,780,784,-0.191476107,-0.23644824,816.8,788,766.4,723.2,774.3061927,82,0.546666667,0.426666667,260,3614.27027,0.266666667,0.6,46.48510369,20,45,29.27574753,16,63.36,81.81333333,71.57333333,0.885245902,75
7,rest,3,793.8378378,40.40973492,716,896,790,784,0.392762881,0.303543703,820,800,784,764,794.8656864,44,0.486486486,0.513513514,180,1655.315809,0.243243243,0.540540541,45.90639673,18,40,31.05481567,31,75.72972973,86.86486486,77.24324324,0.980405878,74
7,rest,4,748.974359,39.0564924,628,836,744,724,-0.399346357,0.261260145,784,764,740,717.6,749.992,56,0.461538462,0.538461538,208,1545.220113,0.269230769,0.487179487,44.20730386,21,38,29.19572952,22,79.07692308,79.07692308,78.51282051,1.007184847,78
7,rest,5,738.7341772,30.38016877,628,800,740,740,-0.749702012,1.961112899,760,744,736,722.4,739.3585999,32,0.569620253,0.430379747,172,934.7874067,0.17721519,0.367088608,35.61906721,14,29,23.9001319,28,74.78481013,70.63291139,73.11392405,1.022853186,79
7,rest,6,752.2105263,21.48090694,712,800,748,744,0.448065828,-0.43271775,766.4,752.8,744,736,752.5171794,24,0.394736842,0.605263158,88,473.9004267,0.131578947,0.315789474,27.45413866,5,12,17.84340617,13,77.78947368,77.57894737,78.73684211,0.987967914,38
7,Ice Bucket,1,650.5747126,65.68185813,476,760,664,636,-0.685736846,-0.009596485,703.2,672,647.2,586.4,653.8819184,88,0.597701149,0.402298851,284,4364.270516,0.195402299,0.517241379,43.78987259,17,45,29.32840894,16,68.87356322,66.02298851,59.31034483,1.16124031,87
7,Ice Bucket,2,700.5853659,65.94934331,480,832,710,728,-1.081531787,1.65412938,744,728,696,668,703.6825781,70,0.548780488,0.451219512,352,4403.011141,0.12195122,0.487804878,34.25107009,10,40,22.0347649,9,64.19512195,66.19512195,70.63414634,0.908839779,82
7,Ice Bucket,3,736.7567568,43.58862076,668,832,732,728,0.054451122,-1.003461168,776,756,728,692.8,738.0450437,72,0.459459459,0.540540541,164,1952.744745,0.216216216,0.513513514,38.78143886,8,19,25.62309915,11,73.51351351,76.97297297,62.7027027,1.172413793,37
7,rest,1,753.2307692,32.83717526,624,828,752,776,-0.628472403,1.759208413,780,760,744,725.6,753.9461995,44,0.487179487,0.512820513,204,1092.283716,0.115384615,0.512820513,36.83589441,9,40,24.93106028,28,75.28205128,75.94871795,77.12820513,0.97606383,78
7,rest,2,749.7721519,42.76871842,612,828,756,756,-0.938585248,0.625346812,784,768,752,720,750.990974,56,0.620253165,0.379746835,216,1852.614086,0.113924051,0.506329114,38.59852528,9,40,26.07272487,26,77.72151899,78.43037975,77.67088608,1.00065189,79
7,rest,3,772.5263158,57.47802181,612,884,782,756,-0.687651121,-0.141213964,820,800,768,720,774.6616239,73,0.552631579,0.447368421,272,3347.772632,0.184210526,0.552631579,43.89806374,14,42,29.76410963,17,71.36842105,64.63157895,80.26315789,0.889180328,76
7,rest,4,789.0133333,39.4797816,680,884,792,808,-0.483790271,0.441908087,820.8,801.6,780,760,790.0004388,48,0.52,0.48,204,1579.716036,0.226666667,0.533333333,46.55482092,17,40,31.74386167,26,75.52,88.42666667,76.05333333,0.992987377,75
7,rest,5,749.7948718,43.78337086,628,824,760,760,-0.8632947,0.257143949,786.4,768,748,715.2,751.0721226,56,0.58974359,0.41025641,196,1941.879454,0.205128205,0.474358974,44.53045069,16,37,30.25366418,23,78.46153846,77.53846154,77.58974359,1.011235955,78
7,rest,6,731.7948718,44.55085224,628,796,740,728,-0.730612994,-0.199811379,772,748,728,700,733.1497206,56,0.564102564,0.435897436,168,2037.009447,0.153846154,0.435897436,37.02630644,6,17,24.22699669,7,78.46153846,80.1025641,77.94871795,1.006578947,39
7,Social Conversation 5,1,659.505618,34.07233666,532,728,660,648,-0.576991741,1.088930484,688,668,656,632,660.3851787,44,0.539325843,0.460674157,196,1174.116445,0.078651685,0.292134831,25.49153157,7,26,17.6803575,16,60.85393258,66.69662921,66.65168539,0.91301416,89
7,Social Conversation 5,2,665.9090909,30.10271672,584,724,666,664,-0.162678414,-0.471587054,692,676,660,639.2,666.589147,44,0.5,0.5,140,916.5893417,0.022727273,0.227272727,19.01965106,2,20,12.21985588,19,66.36363636,68.90909091,71.63636364,0.926395939,88
7,Social Conversation 5,3,663.6404494,47.59620587,536,760,664,664,-0.276423421,-0.176035911,701.6,676,656,622.4,665.3450571,64,0.539325843,0.460674157,224,2291.141982,0.078651685,0.348314607,26.77855316,7,31,17.70441417,17,67.46067416,63.5505618,67.3258427,1.00200267,89
7,Social Conversation 5,4,674.2528736,49.68572921,536,760,680,708,-0.611399538,0.005985826,708,696,669.6,628.8,676.081067,58,0.574712644,0.425287356,224,2497.377172,0.114942529,0.367816092,32.30091078,10,32,23.16409822,12,62.25287356,72.59770115,62.62068966,0.994126285,87
7,Social Conversation 5,5,640.0869565,57.67971013,492,748,648,708,-0.335518357,-0.768747243,696,668,625.6,584,642.6805278,104,0.543478261,0.456521739,256,3363.508839,0.141304348,0.326086957,32.36603837,13,30,25.05964868,9,64.56521739,64.65217391,69.17391304,0.933375236,92
7,Social Conversation 5,6,619.9157895,53.06592983,492,744,616,588,0.136726526,-0.682192045,673.6,628,592,576,622.1829144,78,0.484210526,0.515789474,252,2845.95028,0.126315789,0.326315789,29.24001921,12,31,21.9112577,8,62.98947368,52.63157895,61.30526316,1.027472527,95
7,Social Conversation 5,7,658.3529412,54.28740638,536,768,656,656,0.002105642,-0.768772121,704.8,672,642.4,611.2,660.5874035,84,0.447058824,0.552941176,232,2982.207283,0.082352941,0.282352941,29.52642078,7,24,21.40946238,14,61.22352941,61.08235294,59.43529412,1.030087094,85
7,Social Conversation 5,8,676.8,54.81021803,564,768,668,656,-0.154837257,-0.98088173,736,700,656,636,679.0157583,88,0.45,0.55,204,3081.189744,0.1,0.3,34.46291206,4,12,24.43007168,5,66.7,74.9,69.9,0.954220315,40
7,rest,1,720.5365854,26.2874333,648,788,720,704,-0.107691109,-0.13333634,740,728,713.6,700.8,721.0159499,32,0.487804878,0.512195122,140,699.5603734,0.06097561,0.402439024,28.47220867,5,33,19.50611033,27,69.56097561,72.63414634,72.04878049,0.965470548,82
7,rest,2,729.0864198,31.37042624,656,816,728,704,0.045427591,-0.209453858,760,736,720,704,729.7609959,48,0.481481481,0.518518519,160,996.4049383,0.061728395,0.395061728,31.76790834,5,32,22.32576986,28,71.90123457,70.7654321,69.48148148,1.034825871,81
7,rest,3,760.1025641,32.2234147,656,820,764,764,-0.716198786,0.725205304,788,772,756,732,760.7852893,40,0.512820513,0.487179487,164,1051.8335,0.115384615,0.461538462,39.68970556,9,36,26.7172624,29,76.71794872,75.43589744,77.12820513,0.994680851,78
7,rest,4,762.5789474,31.04973225,676,820,764,792,-0.5935438,-0.100315452,792,776,760,740,763.2108076,44,0.565789474,0.434210526,144,976.9403509,0.144736842,0.526315789,40.12513759,11,40,26.00217427,27,81.78947368,72.15789474,81.26315789,1.006476684,76
7,rest,5,717.0731707,41.15431415,616,800,712,680,0.105345784,-0.665862652,759.2,726.4,704,680,718.2531655,67,0.426829268,0.573170732,184,1714.587173,0.146341463,0.463414634,34.78327965,12,38,23.83482254,14,73.46341463,73.26829268,71.65853659,1.025187202,82
7,rest,6,687.2380952,24.73845043,616,740,688,680,-0.430753587,0.439096612,707.2,696,680,668,687.683205,28,0.547619048,0.452380952,124,626.9175377,0.119047619,0.380952381,28.57254353,5,16,19.08009356,16,65.9047619,65.61904762,65.42857143,1.00727802,42
7,sing-a-song,1,637.6263736,56.36920061,512,756,644,700,-0.239005905,-0.935106254,688,668,620,584,640.1131768,90,0.516483516,0.483516484,244,3212.792186,0.120879121,0.318681319,37.14774631,11,29,28.87492673,10,69.31868132,63.64835165,56.61538462,1.224378882,91
7,sing-a-song,2,671.3488372,51.77001185,520,776,678,676,-0.515399808,-0.017556288,720,688,668,624,673.3419602,83,0.593023256,0.406976744,256,2711.665116,0.139534884,0.5,42.05891559,12,43,29.90790854,17,60.51162791,59.48837209,69.39534884,0.871983914,86
7,sing-a-song,3,706.0240964,31.20934981,620,776,712,712,-0.647465597,0.077462504,732,720,707.2,680,706.7135546,44,0.602409639,0.397590361,156,985.9018513,0.180722892,0.554216867,40.49450429,15,46,25.55240966,38,67.75903614,68.91566265,75.46987952,0.897828863,83
7,sing-a-song,4,694.8235294,34.67536046,616,756,692,676,-0.240054906,-0.835148534,728,712,684,663.2,695.6882331,52,0.494117647,0.505882353,140,1216.694678,0.129411765,0.447058824,36.73586544,11,38,24.80669027,27,67.24705882,77.17647059,65.78823529,1.022174535,85
7,sing-a-song,5,681.3488372,42.98019215,516,752,678,672,-0.618942749,1.329611761,720,688,672,652,682.7031089,56,0.465116279,0.534883721,236,1869.029822,0.209302326,0.5,43.89935012,18,43,29.23008357,28,72.60465116,60.04651163,74.97674419,0.968362283,86
7,sing-a-song,6,689.5529412,52.68898889,516,864,696,704,-0.119285837,1.511613762,729.6,701.6,684,651.2,691.5630038,56,0.529411765,0.470588235,348,2809.178711,0.352941176,0.564705882,52.64108982,30,48,33.12088295,32,58.16470588,73.69411765,64.56470588,0.900874636,85
7,sing-a-song,7,702.7951807,44.80849721,576,864,704,704,0.145470587,1.712918431,736,708,696,672,704.222172,46,0.542168675,0.457831325,288,2032.286806,0.337349398,0.602409639,51.80590557,28,50,32.37435351,37,67.80722892,65.8313253,74.84337349,0.90598841,83
7,sing-a-song,8,710.2,31.53347428,624,768,710,708,-0.711853891,0.428317823,736.8,716,708,690.4,710.8997116,34,0.5,0.5,144,1019.85641,0.3,0.65,49.95998399,12,26,30.47379534,22,69.2,71.1,69.6,0.994252874,40
7,rest,1,755.9487179,36.27526438,664,828,760,740,-0.307964885,-0.467160911,792,768,752,724,756.8185773,52,0.551282051,0.448717949,164,1332.984349,0.166666667,0.576923077,39.73418169,13,45,25.65991891,31,75.33333333,78,81.69230769,0.922159448,78
7,rest,2,727.8518519,43.85585567,624,816,720,688,0.045907782,-0.769873442,772,740,712,688,729.1718963,68,0.469135802,0.530864198,192,1947.377778,0.148148148,0.518518519,39.39289276,12,42,27.14217198,18,74.71604938,72.34567901,75.75308642,0.9863103,81
7,rest,3,691.1529412,39.88734309,568,816,692,688,-0.010744259,1.112271724,716.8,701.6,686.4,659.2,692.3029599,48,0.529411765,0.470588235,248,1609.940616,0.117647059,0.376470588,33.346664,10,32,23.54019094,17,68.18823529,75.05882353,64.65882353,1.054585153,85
